# FP1-F7,F7-T7,T7-P7,P7-O1,FP1-F3,F3-C3,C3-P3,P3-O1,FP2-F4,F4-C4,C4-P4,P4-O2,FP2-F8,F8-T8,T8-P8-0,P8-O2,FZ-CZ,CZ-PZ,P7-T7,T7-FT9,FT9-FT10,FT10-T8,T8-P8-1
2.533821733821733859e-04,2.654945054945054826e-04,1.260073260073259812e-04,2.420512820512820329e-04,2.225152625152625185e-04,3.455921855921855889e-04,1.517948717948717976e-04,2.025885225885225782e-04,2.092307692307692249e-04,2.725274725274725012e-04,1.443711843711843528e-04,2.420512820512820329e-04,2.010256410256410094e-04,2.451770451770451703e-04,1.939926739926739637e-04,2.428327228327228037e-04,2.346275946275946152e-04,1.322588522588522561e-04,1.256166056166056093e-04,1.588278388278388162e-04,1.498412698412698299e-04,1.580463980463980454e-04,1.939926739926739637e-04
3.155067155067155195e-04,5.089133089133089389e-04,1.682051282051282015e-04,3.412942612942612545e-04,2.623687423687423451e-04,5.440781440781440863e-04,1.818803418803418670e-04,2.549450549450549275e-04,3.932600732600732862e-04,4.694505494505494029e-04,2.166544566544566426e-04,2.713553113553113585e-04,2.045421245421245459e-04,3.518437118437118096e-04,2.299389499389499361e-04,2.932356532356532124e-04,3.721611721611721218e-04,2.709645909645909596e-04,1.685958485958485734e-04,3.108180708180707861e-04,3.135531135531135789e-04,1.693772893772893713e-04,2.299389499389499361e-04
3.956043956043956257e-04,5.647863247863248518e-04,2.189987789987789821e-04,3.741147741147740624e-04,3.147252747252747215e-04,6.847374847374846762e-04,2.240781440781440602e-04,2.959706959706959509e-04,3.022222222222222259e-04,2.748717948717948408e-04,2.447863247863247714e-04,2.838583638583638542e-04,1.916483516483516512e-04,2.361904761904761569e-04,2.510378510378509921e-04,2.483028083028083078e-04,3.905250305250304935e-04,3.014407814407814279e-04,2.193894993894993811e-04,3.053479853479853091e-04,2.944078144078143551e-04,2.490842490842490515e-04,2.510378510378509921e-04
3.686446886446886396e-04,4.768742368742368747e-04,2.565079365079364691e-04,4.674969474969474623e-04,2.580708180708180650e-04,3.709890109890109791e-04,2.483028083028083078e-04,3.565323565323564887e-04,2.783882783882783772e-04,2.901098901098900749e-04,2.436141636141636016e-04,2.541636141636141838e-04,1.889133089133089127e-04,2.334554334554334455e-04,2.490842490842490515e-04,2.322832722832722757e-04,2.963614163614163499e-04,2.865934065934065927e-04,2.568986568986568681e-04,3.862271062271062133e-04,3.026129426129426248e-04,1.654700854700854630e-04,2.490842490842490515e-04
3.432478632478631951e-04,5.530647130647129914e-04,2.815140415140415147e-04,6.702808302808302941e-04,2.955799755799755520e-04,4.674969474969474623e-04,3.487179487179487263e-04,3.854456654456654154e-04,2.744810744810744418e-04,2.483028083028083078e-04,2.014163614163614084e-04,3.100366300366299882e-04,1.842246642246642065e-04,2.080586080586080552e-04,3.244932844932844787e-04,3.026129426129426248e-04,3.233211233211232818e-04,2.318925518925518767e-04,2.819047619047619136e-04,4.514774114774114302e-04,3.834920634920634748e-04,1.326495726495726551e-04,3.244932844932844787e-04
2.822954822954823126e-04,6.288644688644688717e-04,4.264713064713064931e-04,5.761172161172160421e-04,3.690354090354090386e-04,4.385836385836385356e-04,3.475457875457875294e-04,3.084737484737484466e-04,5.053968253968254025e-04,1.639072039072038943e-04,1.795360195360195274e-04,3.225396825396825381e-04,2.127472527472527614e-04,2.346275946275946152e-04,3.854456654456654154e-04,3.608302808302808230e-04,2.252503052503052299e-04,2.779975579975579782e-04,4.268620268620268378e-04,4.444444444444444115e-04,3.670818070818070438e-04,1.838339438339438347e-04,3.854456654456654154e-04
3.491086691086691253e-04,6.230036630036629415e-04,6.245665445665446458e-04,5.175091575091574992e-04,2.916727716727716708e-04,6.378510378510377768e-04,3.870085470085469570e-04,3.553601953601953460e-04,2.248595848595848581e-04,2.275946275946275695e-04,3.115995115995115841e-04,2.932356532356532124e-04,2.072771672771672573e-04,2.850305250305250511e-04,3.358241758241758317e-04,3.311355311355311526e-04,3.303540903540903547e-04,2.565079365079364691e-04,6.249572649572649906e-04,4.940659340659341037e-04,4.139682539682539432e-04,1.947741147741147616e-04,3.358241758241758317e-04
7.089621489621488696e-04,7.367032967032967079e-04,6.409768009768009684e-04,5.952625152625153201e-04,4.714041514041513435e-04,6.855189255189254741e-04,3.983394383394383100e-04,3.627838827838827636e-04,2.647130647130647389e-04,2.916727716727716708e-04,4.256898656898656951e-04,3.237118437118436808e-04,2.916727716727716708e-04,4.362393162393161960e-04,3.112087912087911851e-04,4.014652014652014475e-04,3.897435897435896955e-04,3.213675213675213412e-04,6.413675213675213132e-04,6.448840048840048496e-04,4.389743589743589345e-04,2.830769230769230563e-04,3.112087912087911851e-04
6.988034188034188219e-04,8.035164835164834663e-04,5.206349206349205824e-04,7.937484737484737634e-04,8.730647130647129633e-04,5.745543345543345547e-04,3.659096459096459011e-04,3.846642246642246175e-04,3.924786324786324883e-04,2.815140415140415147e-04,4.217826617826617597e-04,2.791697191697191209e-04,3.213675213675213412e-04,3.541880341880341491e-04,4.463980463980464063e-04,4.491330891330890906e-04,4.409279609279609293e-04,4.483516483516483469e-04,5.210256410256409272e-04,5.460317460317460269e-04,5.499389499389499081e-04,3.956043956043956257e-04,4.463980463980464063e-04
1.191501831501831339e-03,8.007814407814407278e-04,6.503540903540903266e-04,7.183394383394382278e-04,1.026227106227106103e-03,1.495873015873015787e-03,5.554090354090353851e-04,4.448351648351648105e-04,7.152136752136751445e-04,4.491330891330890906e-04,4.088888888888889193e-04,4.682783882783882602e-04,7.761660561660560812e-04,4.174847374847374796e-04,4.237362637362637003e-04,4.409279609279609293e-04,8.867399267399267643e-04,6.999755799755799646e-04,6.507448107448106714e-04,5.081318681318681410e-04,8.804884004884004894e-04,3.452014652014651899e-04,4.237362637362637003e-04
1.114139194139193972e-03,1.209084249084249130e-03,5.464224664224663717e-04,6.937240537240536896e-04,1.046153846153846179e-03,1.591599511599511418e-03,4.620268620268620395e-04,6.737973137973137221e-04,6.749694749694749732e-04,6.593406593406593401e-04,4.932844932844933057e-04,5.683028083028082798e-04,7.441269841269840171e-04,5.823687423687423171e-04,5.491575091575091102e-04,6.362881562881562893e-04,8.480586080586080804e-04,6.257387057387057885e-04,5.460317460317460269e-04,4.956288156288155911e-04,7.957020757020757040e-04,3.967765567765567684e-04,5.491575091575091102e-04
1.203614163614163653e-03,1.081709401709401780e-03,7.378754578754578505e-04,6.831746031746030803e-04,1.065299145299145349e-03,1.390769230769230798e-03,3.811477411477411353e-04,5.425152625152624905e-04,7.214652014652015279e-04,7.781196581196580218e-04,5.307936507936508470e-04,6.968498168498168813e-04,7.511599511599510899e-04,7.308424908424907777e-04,4.807814407814407559e-04,7.105250305250304654e-04,9.351892551892551511e-04,5.944810744810745222e-04,7.382661782661781953e-04,4.952380952380952463e-04,7.581929181929181628e-04,4.495238095238094896e-04,4.807814407814407559e-04
1.003956043956043959e-03,1.068424908424908540e-03,5.733821733821734120e-04,5.811965811965811744e-04,1.023882783882783818e-03,1.331770451770451910e-03,4.968009768009767338e-04,4.725763125763125946e-04,6.655921855921856150e-04,7.480341880341880067e-04,7.898412698412698822e-04,9.211233211233211138e-04,8.351648351648350774e-04,9.269841269841269356e-04,6.163614163614163219e-04,6.761416361416361159e-04,8.515750915750916169e-04,7.316239316239315756e-04,5.737728937728937568e-04,4.463980463980464063e-04,8.230525030525030891e-04,4.858608058608058339e-04,6.163614163614163219e-04
1.172747252747252840e-03,1.129377289377289260e-03,7.546764346764347348e-04,7.804639804639804156e-04,1.265738705738705949e-03,1.632625152625152495e-03,4.897680097680097693e-04,7.843711843711844052e-04,8.461050061050060314e-04,8.632967032967032604e-04,6.155799755799755239e-04,7.761660561660560812e-04,9.000244200244200037e-04,7.949206349206349061e-04,5.233699633699633209e-04,7.538949938949939368e-04,9.633211233211232257e-04,6.519169719169718141e-04,7.550671550671550795e-04,4.100610500610500620e-04,6.609035409035409359e-04,5.311843711843711917e-04,5.233699633699633209e-04
1.237606837606837441e-03,1.232136752136751964e-03,8.582173382173382365e-04,7.015384615384615604e-04,9.863736263736263849e-04,1.423199023199022990e-03,4.206105006105005629e-04,6.683272283272283535e-04,6.265201465201465864e-04,1.044981684981684819e-03,7.109157509157508102e-04,7.464713064713064108e-04,1.109059829059828948e-03,1.185250305250305173e-03,7.136507936507935487e-04,7.316239316239315756e-04,1.113748473748473735e-03,6.230036630036629415e-04,8.586080586080585813e-04,4.612454212454212416e-04,7.781196581196580218e-04,4.792185592185592142e-04,7.136507936507935487e-04
1.323956043956044147e-03,1.140708180708180884e-03,5.710378510378510183e-04,7.960927960927960487e-04,9.094017094017093619e-04,1.658021978021978048e-03,5.300122100122100490e-04,1.235262515262514939e-03,8.492307692307692231e-04,1.054749694749694631e-03,7.058363858363857863e-04,7.261538461538462070e-04,9.101831501831500514e-04,1.026227106227106103e-03,6.714529914529914368e-04,7.632722832722832950e-04,1.191501831501831339e-03,7.019291819291819052e-04,5.706471306471306735e-04,5.241514041514041189e-04,6.843467643467642230e-04,4.549938949938949666e-04,6.714529914529914368e-04
1.309108669108668879e-03,1.099682539682539806e-03,6.675457875457875556e-04,7.624908424908424971e-04,9.812942612942613611e-04,1.479072039072038902e-03,6.089377289377289042e-04,6.855189255189254741e-04,7.773382173382172239e-04,1.023101343101343128e-03,8.843956043956043706e-04,1.022319902319902222e-03,8.464957264957263762e-04,1.015677655677655602e-03,6.339438339438338956e-04,7.726495726495725448e-04,1.211037851037850962e-03,6.753601953601953180e-04,6.679365079365079004e-04,4.260805860805860941e-04,1.047716727716727775e-03,5.593162393162392663e-04,6.339438339438338956e-04
1.300512820512820210e-03,9.562881562881562613e-04,4.631990231990231821e-04,6.046398046398046783e-04,1.086007326007325897e-03,1.799462759462759544e-03,5.413431013431013478e-04,6.753601953601953180e-04,5.808058608058607212e-04,1.134065934065934048e-03,6.773137973137972586e-04,1.022710622710622675e-03,9.109645909645908493e-04,1.047716727716727775e-03,5.858852258852258535e-04,7.175579975579974299e-04,1.320439560439560286e-03,6.952869352869352855e-04,4.635897435897435811e-04,3.807570207570207363e-04,9.820757020757020506e-04,4.073260073260072693e-04,5.858852258852258535e-04
1.156727716727716645e-03,9.226862026862027097e-04,5.081318681318681410e-04,6.069841269841269637e-04,9.230769230769230544e-04,1.759999999999999846e-03,3.995115995115995069e-04,6.089377289377289042e-04,6.909890109890109511e-04,1.085616605616605661e-03,8.386813186813186138e-04,1.018021978021978104e-03,8.711111111111110228e-04,1.120781440781440808e-03,8.406349206349205544e-04,7.492063492063491493e-04,1.299340659340659284e-03,7.144322344322343466e-04,5.085225885225884857e-04,3.643467643467643595e-04,7.531135531135531389e-04,5.362637362637362156e-04,8.406349206349205544e-04
1.181733821733821528e-03,1.014505494505494460e-03,5.366544566544566687e-04,4.452258852258852095e-04,9.809035409035409079e-04,1.638876678876678879e-03,3.881807081807081539e-04,4.370207570207569939e-04,6.980219780219780240e-04,1.111013431013430780e-03,7.316239316239315756e-04,8.761904761904761550e-04,9.324542124542124126e-04,1.013724053724053770e-03,5.034432234432233534e-04,6.073748473748473084e-04,1.191501831501831339e-03,6.769230769230769138e-04,5.370451770451770135e-04,3.112087912087911851e-04,7.007570207570207625e-04,4.112332112332112047e-04,5.034432234432233534e-04
1.201269841269841368e-03,1.288791208791208566e-03,6.956776556776556302e-04,5.065689865689865451e-04,8.511843711843711637e-04,1.538852258852258697e-03,3.498901098901098690e-04,6.140170940170939281e-04,7.070085470085469290e-04,1.053968253968253941e-03,9.027594627594627422e-04,7.484249084249083514e-04,8.726739926739926186e-04,1.152039072039071858e-03,6.108913308913308448e-04,6.015140415140414866e-04,1.416166056166055917e-03,5.007081807081806149e-04,6.960683760683760834e-04,3.780219780219780520e-04,6.816117216117215929e-04,4.694505494505494029e-04,6.108913308913308448e-04
1.007472527472527387e-03,1.134847374847374737e-03,4.999267399267399254e-04,3.850549450549450164e-04,8.535286935286935574e-04,1.523614163614163625e-03,4.092796092796092641e-04,4.354578754578754523e-04,7.738217338217337959e-04,1.175482295482295145e-03,7.195115995115993705e-04,8.171916971916971589e-04,8.023443223443223237e-04,9.812942612942613611e-04,5.632234432234432559e-04,7.351404151404151120e-04,1.268083028083028235e-03,6.515262515262514693e-04,5.003174603174602702e-04,3.721611721611721218e-04,7.296703296703296350e-04,4.421001221001221262e-04,5.632234432234432559e-04
1.030915750915750674e-03,1.024664224664224507e-03,3.666910866910866990e-04,3.151159951159951205e-04,8.621245421245421177e-04,1.418510378510378202e-03,8.398534798534797565e-04,8.386813186813186138e-04,7.359218559218559099e-04,1.502515262515262190e-03,7.339682539682539694e-04,9.527716727716727249e-04,8.054700854700854069e-04,1.015677655677655602e-03,5.557997557997557299e-04,6.632478632478632213e-04,1.140317460317460214e-03,6.151892551892551792e-04,3.663003663003663000e-04,3.819291819291819332e-04,7.367032967032967079e-04,4.471794871794871500e-04,5.557997557997557299e-04
3.831013431013430759e-04,5.456410256410255738e-04,3.846642246642246175e-04,4.245177045177044983e-04,4.143589743589743421e-04,3.080830280830280476e-04,1.682246642246642242e-03,1.647081807081807094e-03,8.953357753357753246e-04,2.768253968253967814e-04,1.642979242979242932e-04,2.498656898656898494e-04,8.855677655677655132e-04,4.936752136752136505e-04,4.858608058608058339e-04,7.601465201465201034e-04,6.589499389499389953e-04,3.682539682539682406e-04,3.850549450549450164e-04,5.421245421245421458e-04,3.881807081807081539e-04,4.549938949938949666e-04,4.858608058608058339e-04
4.901587301587301141e-04,3.108180708180707861e-04,3.553601953601953460e-04,4.081074481074480672e-04,6.675457875457875556e-04,3.162881562881562632e-04,5.026617826617826639e-04,4.792185592185592142e-04,1.333333333333333506e-03,8.308669108669108514e-04,6.933333333333333449e-04,7.449084249084248150e-04,8.488400488400488783e-04,9.293284493284493294e-04,8.039072039072038111e-04,7.343589743589743141e-04,5.757264957264956974e-04,3.686446886446886396e-04,3.557509157509157450e-04,2.428327228327228037e-04,7.304517704517704329e-04,6.046398046398046783e-04,8.039072039072038111e-04
4.663247863247863196e-04,3.682539682539682406e-04,4.194383394383394202e-04,4.561660561660561635e-04,5.894017094017092815e-04,4.092796092796092641e-04,1.764102564102563899e-04,2.443956043956043724e-04,1.220415140415140320e-03,1.012161172161172174e-03,6.948962148962149407e-04,1.112185592185592140e-03,9.859829059829059317e-04,1.141489621489621574e-03,1.062564102564102393e-03,1.043809523809523894e-03,7.699145299145299147e-04,3.502808302808302679e-04,4.198290598290598192e-04,2.733089133089132991e-04,7.679609279609279741e-04,8.984615384615384079e-04,1.062564102564102393e-03
3.858363858363858144e-04,4.506959706959706865e-04,5.518925518925518487e-04,6.507448107448106714e-04,4.925030525030525078e-04,3.405128205128204566e-04,3.467643467643467857e-04,4.858608058608058339e-04,8.179731379731379568e-04,7.742124542124541407e-04,8.461050061050060314e-04,1.406788766788766559e-03,1.037948717948717747e-03,1.006691086691086697e-03,1.229401709401709442e-03,1.372014652014651647e-03,6.226129426129424884e-04,4.909401709401709120e-04,5.522832722832721935e-04,3.444200244200244462e-04,7.683516483516483189e-04,7.871062271062271437e-04,1.229401709401709442e-03
5.909645909645908773e-04,7.597557997557997586e-04,5.593162393162392663e-04,6.984126984126983687e-04,6.991941391941391666e-04,5.542368742368741340e-04,3.268376068376068182e-04,4.964102564102563890e-04,1.051623931623931656e-03,9.258119658119657929e-04,8.926007326007325861e-04,1.314578754578754789e-03,8.961172161172161225e-04,1.018021978021978104e-03,1.309108669108668879e-03,1.375140415140414839e-03,6.945054945054944875e-04,5.897924297924297347e-04,5.597069597069596111e-04,4.909401709401709120e-04,9.023687423687422890e-04,7.234188034188034685e-04,1.309108669108668879e-03
5.382173382173382646e-04,7.492063492063491493e-04,7.214652014652015279e-04,8.605616605616605219e-04,6.226129426129424884e-04,8.480586080586080804e-04,4.874236874236873756e-04,6.214407814407813457e-04,1.256361416361416591e-03,1.034432234432234535e-03,8.492307692307692231e-04,1.502515262515262190e-03,1.066862026862026944e-03,1.041855921855921628e-03,1.407570207570207465e-03,1.383736263736263941e-03,9.422222222222221156e-04,6.097191697191697022e-04,7.218559218559218726e-04,5.128205128205128201e-04,1.013333333333333317e-03,8.640781440781440583e-04,1.407570207570207465e-03
6.206593406593405478e-04,7.898412698412698822e-04,8.578266178266177834e-04,8.285225885225884577e-04,8.550915750915750449e-04,6.382417582417582299e-04,6.132356532356532386e-04,6.632478632478632213e-04,1.202832722832722964e-03,1.173528693528693529e-03,8.351648351648350774e-04,1.329426129426129624e-03,1.047716727716727775e-03,1.169230769230768978e-03,1.471257631257631140e-03,1.349352869352869267e-03,8.136752136752136225e-04,8.390720390720389586e-04,8.582173382173382365e-04,6.179242979242978093e-04,9.168253968253967795e-04,7.410012210012209338e-04,1.471257631257631140e-03
6.120634920634919875e-04,7.914041514041513696e-04,7.749938949938949386e-04,8.562637362637362960e-04,7.757753357753357365e-04,6.218315018315017989e-04,5.589255189255188131e-04,5.897924297924297347e-04,1.009035409035408982e-03,1.204395604395604559e-03,7.906227106227105717e-04,1.172356532356532170e-03,1.074676434676434707e-03,1.256752136752136611e-03,1.335286935286935121e-03,1.006691086691086697e-03,1.048888888888888701e-03,5.167277167277167012e-04,7.753846153846152833e-04,5.432967032967032884e-04,9.058852258852258255e-04,9.773870573870574799e-04,1.335286935286935121e-03
6.241758241758240842e-04,7.292796092796092903e-04,7.187301587301586810e-04,8.781440781440780956e-04,6.409768009768009684e-04,6.237851037851037395e-04,4.190476190476190212e-04,5.722100122100121609e-04,9.824664224664225037e-04,1.001611721611721456e-03,7.531135531135531389e-04,1.215335775335775297e-03,1.045763125763125509e-03,1.073504273504273347e-03,1.289181929181929236e-03,1.400146520146520156e-03,9.250305250305249950e-04,6.163614163614163219e-04,7.191208791208790257e-04,5.612698412698413153e-04,1.134456654456654501e-03,7.808547008547007603e-04,1.289181929181929236e-03
5.370451770451770135e-04,7.996092796092795852e-04,7.800732600732599624e-04,8.468864468864468293e-04,5.221978021978021783e-04,6.300366300366300144e-04,4.948473748473747932e-04,5.597069597069596111e-04,9.305006105006104720e-04,8.800976800976800362e-04,7.585836385836386159e-04,1.142661782661782499e-03,8.304761904761903983e-04,9.082295482295481108e-04,1.029743589743589748e-03,1.239169719169718820e-03,7.234188034188034685e-04,6.605128205128204828e-04,7.796825396825396177e-04,4.725763125763125946e-04,8.968986568986568120e-04,6.605128205128204828e-04,1.029743589743589748e-03
1.035604395604395461e-03,7.550671550671550795e-04,8.101587301587300860e-04,1.011379731379731485e-03,7.206837606837607300e-04,8.191452991452992079e-04,6.612942612942612807e-04,7.031013431013430478e-04,1.067252747252747181e-03,1.015286935286935366e-03,6.487912087912087308e-04,1.059047619047619182e-03,1.098510378510378230e-03,9.355799755799754959e-04,1.115311355311355331e-03,1.101636141636141422e-03,8.711111111111110228e-04,6.237851037851037395e-04,8.105494505494504308e-04,5.233699633699633209e-04,1.068424908424908540e-03,6.073748473748473084e-04,1.115311355311355331e-03
8.957264957264956693e-04,8.972893772893772652e-04,1.121953601953602168e-03,8.988522588522587526e-04,8.566544566544566407e-04,9.238583638583638524e-04,4.815628815628815538e-04,6.507448107448106714e-04,9.156532356532356368e-04,1.069206349206349447e-03,6.417582417582417664e-04,1.084053724053724065e-03,7.945299145299145613e-04,7.277167277167276944e-04,9.691819291819291559e-04,9.910622710622709556e-04,8.840048840048840258e-04,7.081807081807081801e-04,1.121562881562881498e-03,4.440537240537240668e-04,9.629304029304028810e-04,5.722100122100121609e-04,9.691819291819291559e-04
9.367521367521366386e-04,8.879120879120879070e-04,8.929914529914529308e-04,9.297191697191696741e-04,8.871306471306471091e-04,1.312234432234431853e-03,6.265201465201465864e-04,8.539194139194139022e-04,8.664224664224663437e-04,1.055921855921855557e-03,8.136752136752136225e-04,9.109645909645908493e-04,1.058266178266178493e-03,8.742368742368742144e-04,1.030525030525030654e-03,1.144615384615384765e-03,9.687912087912087028e-04,9.027594627594627422e-04,8.933821733821733840e-04,6.761416361416361159e-04,1.032478632478632270e-03,5.518925518925518487e-04,1.030525030525030654e-03
